mquick, 1400, 16096, 11346, 0.000205
select, 1400, 979300, 1400, 0.004023
insert, 1400, 496772, 496780, 0.002489
heap, 1400, 25016, 13433, 0.000439
quick, 1400, 16313, 9212, 0.000218
mquick, 1400, 16701, 11156, 0.000202
select, 1400, 979300, 1400, 0.004045
insert, 1400, 498602, 498610, 0.002511
heap, 1400, 24985, 13373, 0.000391
quick, 1400, 16619, 8725, 0.000235
mquick, 1400, 16556, 11229, 0.000212
select, 1400, 979300, 1400, 0.004011
insert, 1400, 499368, 499374, 0.002541
heap, 1400, 25043, 13419, 0.000407
quick, 1400, 14645, 8239, 0.000213
mquick, 1400, 15979, 11146, 0.000204
select, 1400, 979300, 1400, 0.003960
insert, 1400, 501036, 501042, 0.002596
heap, 1400, 25008, 13403, 0.000397
quick, 1400, 17214, 10754, 0.000232
mquick, 1400, 15357, 10878, 0.000201
select, 1400, 979300, 1400, 0.004035
insert, 1400, 482948, 482954, 0.002423
heap, 1400, 25059, 13459, 0.000403
quick, 1400, 16080, 9115, 0.000222
mquick, 1400, 16357, 12103, 0.000207
select, 1400, 979300, 1400, 0.003893
insert, 1400, 488353, 488361, 0.002359
heap, 1400, 25008, 13394, 0.000397
quick, 1400, 16887, 9818, 0.000230
mquick, 1400, 16146, 11281, 0.000206
select, 1400, 979300, 1400, 0.004042
insert, 1400, 491457, 491465, 0.002503
heap, 1400, 25038, 13436, 0.000368
quick, 1400, 14902, 8324, 0.000188
mquick, 1400, 15375, 10799, 0.000199
